State_Name,District_Name,Crop_Year,Season,Crop,Area,rainfall,Average Humidity,Mean Temp,Cost of Cultivation (`/Hectare) C2,Cost of Production (`/Quintal) C2,Yield (Quintal/ Hectare) ,cost of production per yield
Tamil Nadu,PUDUKKOTTAI,1999,Kharif     ,Jowar,519,0.03174683,62,56,24171.65,3670.54,6.42,23564.8668
Tamil Nadu,PUDUKKOTTAI,2000,Kharif     ,Jowar,652,0.05361401,64,60,28144.5,732.62,36.61,26821.2182
Tamil Nadu,PUDUKKOTTAI,2001,Kharif     ,Jowar,326,0.21139503,38,58,28144.5,2539.47,8.72,22144.1784
Tamil Nadu,PUDUKKOTTAI,2002,Kharif     ,Jowar,653,0.24275834,52,75,85801.95,1918.92,11.98,22988.6616
Tamil Nadu,PUDUKKOTTAI,2003,Kharif     ,Jowar,921,0.06777985,20,85,19083.55,1551.94,19.9,30883.606
Tamil Nadu,PUDUKKOTTAI,2004,Kharif     ,Jowar,1368,0,21,94,22560.3,2179.26,12.69,27654.8094
Tamil Nadu,PUDUKKOTTAI,2005,Kharif     ,Jowar,777,0,88,76,27507.54,669.86,36.61,24523.5746
Tamil Nadu,PUDUKKOTTAI,2006,Whole Year ,Jowar,667,0,74,86,13209.32,404.43,11.97,4841.0271
Tamil Nadu,PUDUKKOTTAI,2007,Whole Year ,Jowar,166,0,49,85,33046.12,769.84,744.01,572768.6584
Tamil Nadu,PUDUKKOTTAI,2008,Whole Year ,Jowar,86,0,64,88,45291.24,658.77,13.45,8860.4565
Tamil Nadu,PUDUKKOTTAI,2009,Whole Year ,Jowar,90,0,40,82,45291.24,810.25,986.21,799076.6525
Tamil Nadu,PUDUKKOTTAI,2011,Kharif     ,Jowar,376,0,41,68,17705.93,658.77,11.98,7892.0646
Tamil Nadu,PUDUKKOTTAI,2011,Rabi       ,Jowar,149,0,43,71,86765.77,2228.97,13.7,30536.889
Tamil Nadu,PUDUKKOTTAI,2013,Kharif     ,Jowar,374,0.06215368,59,56,25909.05,2554.91,6.83,17450.0353
Tamil Nadu,PUDUKKOTTAI,2013,Rabi       ,Jowar,28,0,45,65,91442.63,5777.48,31.1,179679.628
Tamil Nadu,RAMANATHAPURAM,1997,Whole Year ,Jowar,1864,0,65,56,25270.26,2775.8,8.72,24204.976
Tamil Nadu,RAMANATHAPURAM,1998,Kharif     ,Jowar,1613,0.0776757,66,55,19857.7,404.43,42.95,17370.2685
Tamil Nadu,RAMANATHAPURAM,1999,Kharif     ,Jowar,1430,0.13790993,85,65,27507.54,1251.12,19.94,24947.3328
Tamil Nadu,RAMANATHAPURAM,2000,Kharif     ,Jowar,2143,0.29078419,45,75,17705.93,1691.66,19.9,33664.034
Tamil Nadu,RAMANATHAPURAM,2001,Kharif     ,Jowar,1672,0.25605625,33,82,15371.45,5777.48,4.05,23398.794
Tamil Nadu,RAMANATHAPURAM,2002,Kharif     ,Jowar,1968,0.07695559,22,78,86765.77,1251.12,11.61,14525.5032
Tamil Nadu,RAMANATHAPURAM,2003,Kharif     ,Jowar,2780,0,40,82,33046.12,2228.97,4.05,9027.3285
Tamil Nadu,RAMANATHAPURAM,2004,Kharif     ,Jowar,3029,0,42,86,85801.95,1559.04,10.29,16042.5216
Tamil Nadu,RAMANATHAPURAM,2005,Kharif     ,Jowar,2979,0,59,88,85801.95,1595.56,56,89351.36
Tamil Nadu,RAMANATHAPURAM,2006,Whole Year ,Jowar,2366,0,75,86,28144.5,658.77,13.45,8860.4565
Tamil Nadu,RAMANATHAPURAM,2007,Whole Year ,Jowar,1945,0.08125601,58,83,13209.32,107.56,19.94,2144.7464
Tamil Nadu,RAMANATHAPURAM,2008,Whole Year ,Jowar,1804,0,74,81,28144.5,3207.35,4.71,15106.6185
Tamil Nadu,RAMANATHAPURAM,2009,Whole Year ,Jowar,1825,0,43,81,28144.5,119.72,11.61,1389.9492
Tamil Nadu,RAMANATHAPURAM,2011,Rabi       ,Jowar,1734,0,48,68,19259.84,1387.36,13.45,18659.992
Tamil Nadu,RAMANATHAPURAM,2013,Kharif     ,Jowar,14,0.02202529,50,59,31902.74,2127.35,6.42,13657.587
Tamil Nadu,RAMANATHAPURAM,2013,Rabi       ,Jowar,3223,0.02979187,51,56,28144.5,3484.01,19.9,69331.799
Tamil Nadu,SALEM,1997,Whole Year ,Jowar,16163,0.00417157,57,58,16528.68,2172.46,7.47,16228.2762
Tamil Nadu,SALEM,1998,Kharif     ,Jowar,61236,0.08925248,72,53,19810.29,658.77,23.56,15520.6212
Tamil Nadu,SALEM,1999,Kharif     ,Jowar,57236,0.16706095,36,65,33046.12,2509.99,24.39,61218.6561
Tamil Nadu,SALEM,2000,Kharif     ,Jowar,61193,0.07695559,22,78,86765.77,1251.12,11.61,14525.5032
Tamil Nadu,SALEM,2001,Kharif     ,Jowar,19792,0.09733837,65,78,29876.36,581.69,9.33,5427.1677
Tamil Nadu,SALEM,2002,Kharif     ,Jowar,17261,0,18,90,27507.54,1279.6,67.41,86257.836
Tamil Nadu,SALEM,2003,Kharif     ,Jowar,24009,0,68,82,25909.05,683.58,23.59,16125.6522
Tamil Nadu,SALEM,2004,Kharif     ,Jowar,15522,0.00237129,72,80,13209.32,2358,8.05,18981.9
Tamil Nadu,SALEM,2005,Kharif     ,Jowar,14655,0,37,79,19259.84,683.58,1015.45,694141.311
Tamil Nadu,SALEM,2006,Whole Year ,Jowar,15732,0.06050627,40,56,19083.55,683.58,744.01,508590.3558
Tamil Nadu,SALEM,2007,Whole Year ,Jowar,11669,0.00417157,57,58,16528.68,2172.46,7.47,16228.2762
Tamil Nadu,SALEM,2008,Whole Year ,Jowar,13724,0.1784297,52,65,46450.2,789.9,56,44234.4
Tamil Nadu,SALEM,2009,Whole Year ,Jowar,19613,0.21390753,68,72,89025.27,3207.35,13.45,43138.8575
Tamil Nadu,SALEM,2011,Kharif     ,Jowar,10153,0.07068936,13,81,13209.32,2172.46,37.19,80793.7874
Tamil Nadu,SALEM,2011,Rabi       ,Jowar,7244,0.00642048,15,90,19259.84,2127.35,17.83,37930.6505
Tamil Nadu,SALEM,2013,Kharif     ,Jowar,22181,0,17,92,19259.84,2509.99,8.72,21887.1128
Tamil Nadu,SALEM,2013,Rabi       ,Jowar,9472,0,26,92,29876.36,3207.35,11.97,38391.9795
Tamil Nadu,SIVAGANGA,1997,Whole Year ,Jowar,207,0,59,84,19083.55,2509.99,6.42,16114.1358
Tamil Nadu,SIVAGANGA,1998,Kharif     ,Jowar,444,0,77,83,33046.12,840.58,42.95,36102.911
Tamil Nadu,SIVAGANGA,1999,Kharif     ,Jowar,1217,0,49,85,33046.12,769.84,744.01,572768.6584
Tamil Nadu,SIVAGANGA,2000,Kharif     ,Jowar,623,0,68,80,15371.45,1918.92,16.69,32026.7748
Tamil Nadu,SIVAGANGA,2001,Kharif     ,Jowar,158,0,43,80,31902.74,1341.29,39.04,52363.9616
Tamil Nadu,SIVAGANGA,2002,Kharif     ,Jowar,76,0,37,79,19259.84,683.58,1015.45,694141.311
Tamil Nadu,SIVAGANGA,2003,Kharif     ,Jowar,255,0,40,64,46450.2,85.79,19.94,1710.6526
Tamil Nadu,SIVAGANGA,2004,Kharif     ,Jowar,247,0.06208248,47,66,46450.2,119.72,13.54,1621.0088
Tamil Nadu,SIVAGANGA,2005,Kharif     ,Jowar,158,0.08006364,58,53,32683.46,3207.35,9.33,29924.5755
Tamil Nadu,SIVAGANGA,2006,Whole Year ,Jowar,72,0.24893817,47,54,15371.45,2775.8,6.42,17820.636
Tamil Nadu,SIVAGANGA,2007,Whole Year ,Jowar,85,0.24019075,33,80,28144.5,2228.97,1.32,2942.2404
Tamil Nadu,SIVAGANGA,2008,Whole Year ,Jowar,58,0.06093378,22,80,45291.24,2003.76,8.72,17472.7872
Tamil Nadu,SIVAGANGA,2009,Whole Year ,Jowar,94,0,29,91,46450.2,732.62,5.9,4322.458
Tamil Nadu,SIVAGANGA,2011,Kharif     ,Jowar,76,0,21,94,22560.3,2179.26,12.69,27654.8094
Tamil Nadu,SIVAGANGA,2011,Rabi       ,Jowar,17,0,42,86,85801.95,1559.04,10.29,16042.5216
Tamil Nadu,SIVAGANGA,2013,Kharif     ,Jowar,131,0,86,82,33046.12,2172.46,39.83,86529.0818
Tamil Nadu,SIVAGANGA,2013,Rabi       ,Jowar,203,0,68,86,89025.27,2277.68,19.9,45325.832
Tamil Nadu,THANJAVUR,1999,Kharif     ,Jowar,1,0,72,78,19083.55,5777.48,13.7,79151.476
Tamil Nadu,THANJAVUR,2003,Kharif     ,Jowar,2,0,54,60,22489.75,732.62,42.68,31268.2216
Tamil Nadu,THANJAVUR,2008,Whole Year ,Jowar,83,0.00948428,18,94,31902.74,107.56,986.21,106076.7476
Tamil Nadu,THANJAVUR,2009,Whole Year ,Jowar,3,0,35,90,9165.59,404.43,11.98,4845.0714
Tamil Nadu,THANJAVUR,2011,Kharif     ,Jowar,6,0.03705747,58,89,15371.45,804.8,744.01,598779.248
Tamil Nadu,THE NILGIRIS,1998,Kharif     ,Jowar,3,0,57,82,91442.63,715.04,1.32,943.8528
Tamil Nadu,THE NILGIRIS,2001,Kharif     ,Jowar,1,0.07068956,42,66,45291.24,107.56,11.61,1248.7716
Tamil Nadu,THE NILGIRIS,2003,Kharif     ,Jowar,1,0.00338271,55,64,19083.55,804.8,448.89,361266.672
Tamil Nadu,THE NILGIRIS,2013,Kharif     ,Jowar,6,0,26,90,31902.74,1918.92,4.71,9038.1132
Tamil Nadu,THENI,1997,Whole Year ,Jowar,16318,0,100,74,45291.24,1898.3,34.99,66421.517
Tamil Nadu,THENI,1998,Kharif     ,Jowar,20156,0,75,86,28144.5,658.77,13.45,8860.4565
Tamil Nadu,THENI,1999,Kharif     ,Jowar,14855,0.01929464,42,88,19259.84,1898.3,34.99,66421.517
Tamil Nadu,THENI,2000,Kharif     ,Jowar,16000,0,57,82,91442.63,715.04,1.32,943.8528
Tamil Nadu,THENI,2001,Kharif     ,Jowar,9738,0,51,75,22489.75,2127.35,8.72,18550.492
Tamil Nadu,THENI,2002,Kharif     ,Jowar,11240,0,48,68,19259.84,1387.36,13.45,18659.992
Tamil Nadu,THENI,2003,Kharif     ,Jowar,12455,0.02004627,54,54,7868.64,1279.6,6.7,8573.32
Tamil Nadu,THENI,2004,Kharif     ,Jowar,14238,0.16655553,27,64,35423.48,804.8,39.83,32055.184
Tamil Nadu,THENI,2005,Kharif     ,Jowar,13910,0.301119,33,82,13209.32,2068.67,3.01,6226.6967
Tamil Nadu,THENI,2006,Whole Year ,Jowar,11998,0.06654542,34,84,22489.75,1918.92,11.97,22969.4724
Tamil Nadu,THENI,2007,Whole Year ,Jowar,13005,0,20,94,7868.64,804.8,1015.45,817234.16
Tamil Nadu,THENI,2008,Whole Year ,Jowar,11072,0.01978735,32,100,45291.24,5777.48,42.68,246582.8464
Tamil Nadu,THENI,2009,Whole Year ,Jowar,9796,0,61,85,45239.51,2127.35,12.69,26996.0715
Tamil Nadu,THENI,2011,Kharif     ,Jowar,6007,0.05615822,67,87,31902.74,1251.12,12.94,16189.4928
Tamil Nadu,THENI,2011,Rabi       ,Jowar,3670,0.06855089,55,84,25909.05,804.8,757.92,609974.016
Tamil Nadu,THENI,2013,Kharif     ,Jowar,5447,0,36,82,9165.59,1610.4,56,90182.4
Tamil Nadu,THENI,2013,Rabi       ,Jowar,2297,0,36,80,19083.55,1898.3,39.83,75609.289
Tamil Nadu,THIRUVALLUR,1997,Whole Year ,Jowar,81,0.00858497,35,66,22489.75,731.25,1.32,965.25
Tamil Nadu,THIRUVALLUR,1998,Kharif     ,Jowar,12,0.07579706,44,58,22560.3,769.84,757.92,583477.1328
Tamil Nadu,THIRUVALLUR,1999,Kharif     ,Jowar,18,0.13252595,63,58,46450.2,3207.35,8.05,25819.1675
Tamil Nadu,THIRUVALLUR,2000,Kharif     ,Jowar,38,0.03867695,41,61,25909.05,1251.12,67.41,84337.9992
Tamil Nadu,THIRUVALLUR,2001,Kharif     ,Jowar,78,0,63,56,16873.17,1551.94,10.29,15969.4626
Tamil Nadu,THIRUVALLUR,2002,Kharif     ,Jowar,46,0.11055694,65,53,21045.11,1387.36,13.7,19006.832
Tamil Nadu,THIRUVALLUR,2003,Kharif     ,Jowar,140,0.24147998,36,78,9165.59,840.58,13.7,11515.946
Tamil Nadu,THIRUVALLUR,2004,Kharif     ,Jowar,187,0.01139799,64,74,9165.59,658.77,42.95,28294.1715
Tamil Nadu,THIRUVALLUR,2005,Kharif     ,Jowar,186,0,20,94,7868.64,804.8,1015.45,817234.16
Tamil Nadu,THIRUVALLUR,2006,Whole Year ,Jowar,122,0,22,99,25909.05,2614.14,23.56,61589.1384
Tamil Nadu,THIRUVALLUR,2007,Whole Year ,Jowar,81,0.03705747,58,89,15371.45,804.8,744.01,598779.248
Tamil Nadu,THIRUVALLUR,2008,Whole Year ,Jowar,86,0,79,84,7868.64,3207.35,4.71,15106.6185
Tamil Nadu,THIRUVALLUR,2009,Whole Year ,Jowar,42,0.12807676,63,84,29876.36,93.64,13.54,1267.8856
Tamil Nadu,THIRUVALLUR,2011,Kharif     ,Jowar,14,0.0037788,75,81,9165.59,3484.01,10.29,35850.4629
Tamil Nadu,THIRUVALLUR,2011,Rabi       ,Jowar,4,0,74,81,28144.5,3207.35,4.71,15106.6185
Tamil Nadu,THIRUVALLUR,2013,Kharif     ,Jowar,79,0,49,75,45239.51,2775.8,37.19,103232.002
Tamil Nadu,THIRUVALLUR,2013,Rabi       ,Jowar,71,0,35,73,13209.32,3484.01,6.83,23795.7883
Tamil Nadu,THIRUVARUR,2007,Whole Year ,Jowar,6,0,17,92,19259.84,2509.99,8.72,21887.1128
Tamil Nadu,THIRUVARUR,2013,Rabi       ,Jowar,1,0,57,86,45239.51,731.25,5.9,4314.375
Tamil Nadu,TIRUCHIRAPPALLI,1997,Whole Year ,Jowar,39415,0,65,85,89025.27,1691.66,24.39,41259.5874
Tamil Nadu,TIRUCHIRAPPALLI,1998,Kharif     ,Jowar,53154,0,65,81,45239.51,2261.24,3.01,6806.3324
Tamil Nadu,TIRUCHIRAPPALLI,1999,Kharif     ,Jowar,59485,0,38,74,31902.74,1551.94,24.39,37851.8166
Tamil Nadu,TIRUCHIRAPPALLI,2000,Kharif     ,Jowar,49749,0.00161407,37,70,28144.5,93.64,12.94,1211.7016
Tamil Nadu,TIRUCHIRAPPALLI,2001,Kharif     ,Jowar,33672,0.1153688,65,59,45291.24,1918.92,10.93,20973.7956
Tamil Nadu,TIRUCHIRAPPALLI,2002,Kharif     ,Jowar,33223,0.00038962,52,52,31902.74,731.25,4.05,2961.5625
Tamil Nadu,TIRUCHIRAPPALLI,2003,Kharif     ,Jowar,38827,0.03544632,63,67,22560.3,1595.56,13.57,21651.7492
Tamil Nadu,TIRUCHIRAPPALLI,2004,Kharif     ,Jowar,38009,0.08988969,21,79,35423.48,85.79,744.01,63828.6179
Tamil Nadu,TIRUCHIRAPPALLI,2005,Kharif     ,Jowar,34475,0,45,81,25909.05,5777.48,3.01,17390.2148
Tamil Nadu,TIRUCHIRAPPALLI,2006,Whole Year ,Jowar,30871,0,25,95,35423.48,2358,16.69,39355.02
Tamil Nadu,TIRUCHIRAPPALLI,2007,Whole Year ,Jowar,28704,0.0216866,62,86,13209.32,810.25,757.92,614104.68
Tamil Nadu,TIRUCHIRAPPALLI,2008,Whole Year ,Jowar,25270,0.00279849,60,83,17705.93,5777.48,13.7,79151.476
Tamil Nadu,TIRUCHIRAPPALLI,2009,Whole Year ,Jowar,25862,0,55,90,86765.77,2509.99,6.42,16114.1358
Tamil Nadu,TIRUCHIRAPPALLI,2011,Kharif     ,Jowar,24078,0,43,80,31902.74,1341.29,39.04,52363.9616
Tamil Nadu,TIRUCHIRAPPALLI,2011,Rabi       ,Jowar,978,0,40,80,25909.05,107.56,19.94,2144.7464
Tamil Nadu,TIRUCHIRAPPALLI,2013,Kharif     ,Jowar,23554,0,44,70,9165.59,1341.29,32.42,43484.6218
Tamil Nadu,TIRUCHIRAPPALLI,2013,Rabi       ,Jowar,1054,0.06050627,40,56,19083.55,683.58,744.01,508590.3558
Tamil Nadu,TIRUNELVELI,1997,Whole Year ,Jowar,1688,0.00621426,58,58,15371.45,1595.56,32.42,51728.0552
Tamil Nadu,TIRUNELVELI,1998,Kharif     ,Jowar,3236,0.06005408,62,59,44018.18,2127.35,19.9,42334.265
Tamil Nadu,TIRUNELVELI,1999,Kharif     ,Jowar,4653,0.27772908,61,68,86765.77,86.53,986.21,85336.7513
Tamil Nadu,TIRUNELVELI,2000,Kharif     ,Jowar,3788,0.28560557,40,80,7868.64,2614.14,42.68,111571.4952
Tamil Nadu,TIRUNELVELI,2001,Kharif     ,Jowar,1845,0.08298048,19,68,25909.05,2775.8,9.59,26619.922
Tamil Nadu,TIRUNELVELI,2002,Kharif     ,Jowar,2051,0.06654542,34,84,22489.75,1918.92,11.97,22969.4724
Tamil Nadu,TIRUNELVELI,2003,Kharif     ,Jowar,2382,0,22,99,25909.05,2614.14,23.56,61589.1384
Tamil Nadu,TIRUNELVELI,2004,Kharif     ,Jowar,2730,0,57,86,45239.51,731.25,5.9,4314.375
Tamil Nadu,TIRUNELVELI,2005,Kharif     ,Jowar,2638,0,72,82,31902.74,2277.68,19.9,45325.832
Tamil Nadu,TIRUNELVELI,2006,Whole Year ,Jowar,2047,0,51,75,22489.75,2127.35,8.72,18550.492
Tamil Nadu,TIRUNELVELI,2007,Whole Year ,Jowar,3023,0.00161407,37,70,28144.5,93.64,12.94,1211.7016
Tamil Nadu,TIRUNELVELI,2008,Whole Year ,Jowar,1367,0.02360537,46,62,27507.54,840.58,13.45,11305.801
Tamil Nadu,TIRUNELVELI,2009,Whole Year ,Jowar,2013,0.02719149,65,58,33116.82,2539.47,12.69,32225.8743
Tamil Nadu,TIRUNELVELI,2011,Kharif     ,Jowar,2126,0.1784297,52,65,46450.2,789.9,56,44234.4
Tamil Nadu,TIRUNELVELI,2011,Rabi       ,Jowar,169,0.27772908,61,68,86765.77,86.53,986.21,85336.7513
Tamil Nadu,TIRUNELVELI,2013,Kharif     ,Jowar,1653,0.09120516,27,80,19083.55,1341.29,12.94,17356.2926
Tamil Nadu,TIRUNELVELI,2013,Rabi       ,Jowar,62,0.07730968,15,88,7868.64,683.58,34.99,23918.4642
Tamil Nadu,TIRUPPUR,2008,Whole Year ,Jowar,26466,0,21,90,86765.77,1595.56,12.94,20646.5464
Tamil Nadu,TIRUPPUR,2009,Whole Year ,Jowar,23018,0,42,86,85801.95,1559.04,10.29,16042.5216
Tamil Nadu,TIRUPPUR,2011,Kharif     ,Jowar,2017,0.00907195,91,77,29876.36,119.72,19.94,2387.2168
Tamil Nadu,TIRUPPUR,2011,Rabi       ,Jowar,9954,0,86,82,33046.12,2172.46,39.83,86529.0818
Tamil Nadu,TIRUPPUR,2013,Kharif     ,Jowar,16909,0.05615822,67,87,31902.74,1251.12,12.94,16189.4928
Tamil Nadu,TIRUPPUR,2013,Rabi       ,Jowar,16294,0,45,87,17705.93,2172.46,39.83,86529.0818
Tamil Nadu,TIRUVANNAMALAI,1997,Whole Year ,Jowar,3235,0,49,82,22489.75,789.9,36.61,28918.239
Tamil Nadu,TIRUVANNAMALAI,1998,Kharif     ,Jowar,4674,0,41,76,89025.27,2179.26,6.42,13990.8492
Tamil Nadu,TIRUVANNAMALAI,1999,Kharif     ,Jowar,2836,0,44,70,9165.59,1341.29,32.42,43484.6218
Tamil Nadu,TIRUVANNAMALAI,2000,Kharif     ,Jowar,2876,0.02979187,51,56,28144.5,3484.01,19.9,69331.799
Tamil Nadu,TIRUVANNAMALAI,2001,Kharif     ,Jowar,2927,0.0682302,61,60,28144.5,1610.4,39.04,62870.016
Tamil Nadu,TIRUVANNAMALAI,2002,Kharif     ,Jowar,1641,0.03174683,62,56,24171.65,3670.54,6.42,23564.8668
Tamil Nadu,TIRUVANNAMALAI,2003,Kharif     ,Jowar,1466,0.24893817,47,54,15371.45,2775.8,6.42,17820.636
Tamil Nadu,TIRUVANNAMALAI,2004,Kharif     ,Jowar,1677,0.06093378,22,80,45291.24,2003.76,8.72,17472.7872
Tamil Nadu,TIRUVANNAMALAI,2005,Kharif     ,Jowar,1243,0,19,86,19083.55,789.9,39.04,30837.696
Tamil Nadu,TIRUVANNAMALAI,2006,Whole Year ,Jowar,1043,0.01978735,32,100,45291.24,5777.48,42.68,246582.8464
Tamil Nadu,TIRUVANNAMALAI,2007,Whole Year ,Jowar,1039,0,69,84,27507.54,2179.26,8.72,19003.1472
Tamil Nadu,TIRUVANNAMALAI,2008,Whole Year ,Jowar,583,0.00542341,76,82,22489.75,1595.56,67.41,107556.6996
Tamil Nadu,TIRUVANNAMALAI,2009,Whole Year ,Jowar,578,0.00237129,72,80,13209.32,2358,8.05,18981.9
Tamil Nadu,TIRUVANNAMALAI,2011,Kharif     ,Jowar,514,0,37,78,17705.93,769.84,744.01,572768.6584
Tamil Nadu,TIRUVANNAMALAI,2011,Rabi       ,Jowar,76,0,37,72,91442.63,2003.76,7.47,14968.0872
Tamil Nadu,TIRUVANNAMALAI,2013,Kharif     ,Jowar,555,0.06050627,40,56,19083.55,683.58,744.01,508590.3558
Tamil Nadu,TIRUVANNAMALAI,2013,Rabi       ,Jowar,234,0.03775054,61,57,13209.32,2277.68,17.83,40611.0344
Tamil Nadu,TUTICORIN,1997,Whole Year ,Jowar,8367,0.00417157,57,58,16528.68,2172.46,7.47,16228.2762
Tamil Nadu,TUTICORIN,1998,Kharif     ,Jowar,9322,0.09419903,71,57,20671.54,581.69,31.1,18090.559
Tamil Nadu,TUTICORIN,1999,Kharif     ,Jowar,8709,0.34866006,34,56,7868.64,1898.3,7.47,14180.301
Tamil Nadu,TUTICORIN,2000,Kharif     ,Jowar,10006,0.24572588,35,80,25909.05,2261.24,5.9,13341.316
Tamil Nadu,TUTICORIN,2001,Kharif     ,Jowar,5806,0.0545119,17,77,33046.12,2539.47,6.42,16303.3974
Tamil Nadu,TUTICORIN,2002,Kharif     ,Jowar,7140,0.10557575,30,86,35423.48,3207.35,11.98,38424.053
Tamil Nadu,TUTICORIN,2003,Kharif     ,Jowar,6927,0.00233476,21,96,28144.5,840.58,31.1,26142.038
Tamil Nadu,TUTICORIN,2004,Kharif     ,Jowar,10624,0,57,84,19259.84,2228.97,42.68,95132.4396
Tamil Nadu,TUTICORIN,2005,Kharif     ,Jowar,9366,0.01210957,51,89,45239.51,2003.76,9.59,19216.0584
Tamil Nadu,TUTICORIN,2006,Whole Year ,Jowar,6900,0,43,81,28144.5,119.72,11.61,1389.9492
Tamil Nadu,TUTICORIN,2007,Whole Year ,Jowar,7586,0,34,70,45291.24,404.43,4.71,1904.8653
Tamil Nadu,TUTICORIN,2008,Whole Year ,Jowar,9406,0.07579706,44,58,22560.3,769.84,757.92,583477.1328
Tamil Nadu,TUTICORIN,2009,Whole Year ,Jowar,8782,0,45,64,86765.77,2068.67,42.95,88849.3765
Tamil Nadu,TUTICORIN,2011,Rabi       ,Jowar,8231,0.0841193,56,58,12610.85,1691.66,6.83,11554.0378
Tamil Nadu,TUTICORIN,2013,Rabi       ,Jowar,15886,0.2056398,45,68,45291.24,2179.26,17.83,38856.2058
Tamil Nadu,VELLORE,1997,Whole Year ,Jowar,8963,0.09000015,21,75,89025.27,119.72,986.21,118069.0612
Tamil Nadu,VELLORE,1998,Kharif     ,Jowar,13613,0.05862999,19,90,91442.63,3484.01,8.05,28046.2805
Tamil Nadu,VELLORE,1999,Kharif     ,Jowar,10994,0,16,96,89025.27,93.64,11.61,1087.1604
Tamil Nadu,VELLORE,2000,Kharif     ,Jowar,10344,0,25,95,35423.48,2358,16.69,39355.02
Tamil Nadu,VELLORE,2001,Kharif     ,Jowar,10488,0,69,86,22489.75,1251.12,13.54,16940.1648
Tamil Nadu,VELLORE,2002,Kharif     ,Jowar,8335,0,96,78,19259.84,2539.47,7.47,18969.8409
Tamil Nadu,VELLORE,2003,Kharif     ,Jowar,12492,0,72,82,31902.74,2277.68,19.9,45325.832
Tamil Nadu,VELLORE,2004,Kharif     ,Jowar,12464,0,45,70,19083.55,2614.14,42.95,112277.313
Tamil Nadu,VELLORE,2005,Kharif     ,Jowar,10462,0.02803159,39,62,91442.63,2775.8,34.99,97125.242
Tamil Nadu,VELLORE,2006,Whole Year ,Jowar,9340,0.08006364,58,53,32683.46,3207.35,9.33,29924.5755
Tamil Nadu,VELLORE,2007,Whole Year ,Jowar,8945,0.34866006,34,56,7868.64,1898.3,7.47,14180.301
Tamil Nadu,VELLORE,2008,Whole Year ,Jowar,7605,0.14389701,37,74,19259.84,789.9,67.41,53247.159
Tamil Nadu,VELLORE,2009,Whole Year ,Jowar,7369,0.06654542,34,84,22489.75,1918.92,11.97,22969.4724
Tamil Nadu,VELLORE,2011,Kharif     ,Jowar,6102,0,17,94,28144.5,2172.46,34.99,76014.3754
Tamil Nadu,VELLORE,2011,Rabi       ,Jowar,5,0.02282416,27,98,27507.54,1691.66,17.83,30162.2978
Tamil Nadu,VELLORE,2013,Kharif     ,Jowar,5830,0,100,74,45291.24,1898.3,34.99,66421.517
Tamil Nadu,VELLORE,2013,Rabi       ,Jowar,77,0,75,88,22489.75,1559.04,6.83,10648.2432
Tamil Nadu,VILLUPURAM,1997,Whole Year ,Jowar,3712,0,45,87,17705.93,2172.46,39.83,86529.0818
Tamil Nadu,VILLUPURAM,1998,Kharif     ,Jowar,3145,0,63,86,33046.12,581.69,11.98,6968.6462
Tamil Nadu,VILLUPURAM,1999,Kharif     ,Jowar,2476,0,38,80,22560.3,2172.46,23.59,51248.3314
Tamil Nadu,VILLUPURAM,2000,Kharif     ,Jowar,5195,0,46,70,85801.95,732.62,3.01,2205.1862
Tamil Nadu,VILLUPURAM,2001,Kharif     ,Jowar,1639,0.02202529,50,59,31902.74,2127.35,6.42,13657.587
Tamil Nadu,VILLUPURAM,2002,Kharif     ,Jowar,2118,0,48,61,19083.55,1387.36,11.98,16620.5728
Tamil Nadu,VILLUPURAM,2003,Kharif     ,Jowar,3506,0.08925248,72,53,19810.29,658.77,23.56,15520.6212
Tamil Nadu,VILLUPURAM,2004,Kharif     ,Jowar,2004,0.25605625,33,82,15371.45,5777.48,4.05,23398.794
Tamil Nadu,VILLUPURAM,2005,Kharif     ,Jowar,1465,0.02043946,16,84,17705.93,2179.26,24.39,53152.1514
Tamil Nadu,VILLUPURAM,2006,Whole Year ,Jowar,2273,0,20,94,7868.64,804.8,1015.45,817234.16
Tamil Nadu,VILLUPURAM,2007,Whole Year ,Jowar,2934,0.01957236,27,98,33046.12,2068.67,13.7,28340.779
Tamil Nadu,VILLUPURAM,2008,Whole Year ,Jowar,3475,0.0012627,86,82,22560.3,2003.76,9.59,19216.0584
Tamil Nadu,VILLUPURAM,2009,Whole Year ,Jowar,2110,0.00542341,76,82,22489.75,1595.56,67.41,107556.6996
Tamil Nadu,VILLUPURAM,2011,Kharif     ,Jowar,69,0,91,78,7868.64,2554.91,10.93,27925.1663
Tamil Nadu,VILLUPURAM,2011,Rabi       ,Jowar,2,0,74,82,46450.2,1387.36,9.33,12944.0688
Tamil Nadu,VILLUPURAM,2013,Kharif     ,Jowar,227,0,32,73,7868.64,1559.04,19.9,31024.896
Tamil Nadu,VILLUPURAM,2013,Rabi       ,Jowar,121,0,38,70,27507.54,2068.67,31.1,64335.637
Tamil Nadu,VIRUDHUNAGAR,1997,Whole Year ,Jowar,6115,0.0165269,55,58,15371.45,1559.04,19.05,29699.712
Tamil Nadu,VIRUDHUNAGAR,1998,Kharif     ,Jowar,7029,0,51,54,29876.36,669.86,1.32,884.2152
Tamil Nadu,VIRUDHUNAGAR,1999,Kharif     ,Jowar,3317,0.02046472,63,60,42070.44,2179.26,19.05,41514.903
